Timestamp,Open,High,Low,Close,Volume
1713484800,63843.5703125,67233.9609375,59651.390625,66839.890625,146118218005
1713916800,64276.8984375,67075.3671875,62424.71875,63423.515625,123437425918
1714348800,63841.12109375,64703.33203125,56555.29296875,59122.30078125,178800369008
1714780800,63891.47265625,65494.90234375,60877.12890625,62332.640625,119633474698
1715212800,63049.9609375,63446.7421875,60208.78125,61451.21875,108790206407
1715644800,61552.7890625,67459.4609375,61123.765625,67066.2109375,144318073311
1716076800,66278.3671875,71946.4609375,65937.1796875,69121.3046875,184729998941
1716508800,68526.1015625,70597.8828125,66622.671875,69392.1953125,118892070313
1716940800,67578.09375,69500.5390625,66633.421875,67710.2734375,112356153228
1717372800,68804.78125,71907.8515625,67589.8359375,70759.1875,159773286381
1717804800,69305.7734375,70146.0703125,66123.6015625,67321.375,120007990941
1718236800,66756.3984375,68365.78125,65056.89453125,66636.515625,113767849518
1718668800,65140.74609375,66556.703125,63378.89453125,64113.86328125,122272189110
1719100800,63180.796875,64491.703125,58601.69921875,60811.2265625,127261568993
1719532800,60320.13671875,63777.2265625,59985.40234375,62844.41015625,100558993095
1719964800,60173.921875,62187.703125,53717.375,58239.4296875,167487535030
1720396800,56705.09765625,59359.43359375,54321.01953125,57341.1953125,148103542095
1720828800,59231.953125,66066.734375,57796.44140625,65091.83203125,151540422045
1721260800,63974.06640625,68480.0625,63246.1640625,68152.9765625,152574041454
1721692800,65927.671875,69398.5078125,63473.47265625,67911.8125,166572908594
1722124800,68255.8671875,69987.5390625,62248.94140625,64625.83984375,162472682170
1722556800,61415.06640625,65523.22265625,49121.23828125,53991.34765625,264864393225
1722988800,55027.4609375,62673.765625,54620.5078125,60944.890625,158867164957
1723420800,59354.515625,61687.7578125,56161.59375,57560.2734375,162401083280
1723852800,59478.97265625,61834.3515625,57864.7109375,59014.98828125,121586071650
1724284800,60381.9140625,64996.421875,59815.25390625,64342.2265625,138096552959
1724716800,59504.1328125,63210.796875,57768.53125,59117.48046875,156314664643
1725148800,57325.48828125,59815.05859375,55673.1640625,57971.703125,144953826542
1725580800,53948.75390625,58041.125,52598.69921875,57020.09765625,150167194303
1726012800,57343.171875,60656.72265625,55567.33984375,60000.7265625,137924665340
1726444800,58192.5078125,64119.53125,57501.33984375,62941.42578125,188986511917
1726876800,63394.83984375,64804.50390625,62440.7265625,64302.58984375,121008963390
1727308800,65181.01953125,66480.6953125,62669.26953125,65634.65625,136076753330
1727740800,60837.0078125,64110.98046875,59878.8046875,62067.609375,169980976439
1728172800,62818.953125,64443.70703125,58895.20703125,60581.9296875,135288067367
1728604800,62445.08984375,67881.6796875,60046.125,66050.3671875,157819611105
1729036800,67612.71875,69359.0078125,66647.390625,68364.1796875,141262598485
1729468800,67367.8515625,69462.734375,65188.03515625,68165.296875,174455477652
1729900800,67014.6953125,73577.2109375,66360.59375,72715.3671875,174297774924
1730332800,70215.1875,72662.3125,66803.6484375,68742.1328125,184855446535
1730764800,69359.5625,77252.75,67458.8671875,76556.1875,312293536520
1731196800,80474.1875,93434.3515625,76565.4296875,90574.8828125,545386458024
1731628800,91066.0078125,94002.8671875,87124.8984375,90536.8125,318983285016
1732060800,94339.4921875,99655.5,91619.5,97778.09375,352355707859
1732492800,93102.296875,98935.03125,90770.8125,95653.953125,350928125520
1732924800,96449.0546875,99207.328125,93629.5625,95988.53125,285173335540
1733356800,96593.5703125,103900.46875,91998.78125,101237.0625,442733454968
1733788800,96675.4296875,102618.8828125,94321.2578125,101451.4375,359606894479
1734220800,104298.6953125,108268.4453125,95587.6796875,100070.6875,401843015352
1734652800,97755.9296875,99507.1015625,92175.1796875,97218.3203125,200547399016
