DateTime,Open,High,Low,Close,Volume
1468022400,650.9600219726562,666.3839721679688,633.3989868164062,666.3839721679688,180536000
1468108800,649.3599853515625,652.2940063476562,641.2639770507812,650.5989990234375,102532000
1468195200,647.6589965820312,659.6290283203125,644.97998046875,648.4840087890625,107910000
1468281600,664.551025390625,675.2589721679688,646.7789916992188,648.2830200195312,138172992
1468368000,654.468017578125,668.7000122070312,654.468017578125,664.7969970703125,131449000
1468454400,658.0780029296875,662.9019775390625,652.9229736328125,652.9229736328125,98511400
1468540800,663.2550048828125,667.0770263671875,659.0399780273438,659.1710205078125,81673104
1468627200,660.7670288085938,666.4600219726562,659.333984375,663.781005859375,50330200
1468713600,679.458984375,682.364990234375,661.9929809570312,661.9929809570312,74407904
1468800000,673.1060180664062,681.5549926757812,668.625,679.8090209960938,69465000
1468886400,672.864013671875,673.2769775390625,667.6320190429688,672.7379760742188,61203300
1468972800,665.6849975585938,672.9290161132812,663.3599853515625,672.8060302734375,94636400
1469059200,665.0120239257812,666.218994140625,660.4149780273438,665.22802734375,60491800
1469145600,650.6190185546875,666.5830078125,646.7219848632812,664.9219970703125,134169000
1469232000,655.5560302734375,656.3660278320312,648.5239868164062,650.7260131835938,69532200
1469318400,661.2849731445312,663.1099853515625,652.7930297851562,655.4099731445312,118184000
1469404800,654.0969848632812,661.8280029296875,653.39501953125,661.2630004882812,78176496
1469491200,651.7839965820312,656.2249755859375,645.8790283203125,654.2260131835938,225135008
1469577600,654.3519897460938,657.4559936523438,648.447021484375,651.6270141601562,147460992
1469664000,655.0349731445312,657.594970703125,654.4920043945312,654.4920043945312,86428400
1469750400,656.9920043945312,657.7960205078125,654.7860107421875,655.1110229492188,60703500
1469836800,655.0469970703125,658.2230224609375,654.208984375,657.0120239257812,38456100
1469923200,624.6810302734375,655.2849731445312,624.364990234375,655.0999755859375,110818000
1470009600,606.27197265625,626.1190185546875,605.8839721679688,624.6019897460938,121887000
1470096000,547.4650268554688,612.8480224609375,531.333984375,606.39697265625,330932992
1470182400,566.35498046875,573.3599853515625,541.5469970703125,548.656005859375,207982000
1470268800,578.2890014648438,579.4959716796875,565.7769775390625,566.3289794921875,125292000
1470355200,575.0430297851562,578.281005859375,569.9819946289062,578.281005859375,66127900
1470441600,587.7780151367188,588.39599609375,569.468994140625,575.030029296875,80797296
1470528000,592.6900024414062,597.5130004882812,586.8159790039062,587.77099609375,82398400
1470614400,591.0540161132812,592.9940185546875,588.0469970703125,592.7360229492188,61194100
1470700800,587.801025390625,591.0910034179688,584.7930297851562,591.0380249023438,92228096
1470787200,592.10302734375,599.9840087890625,586.3709716796875,587.6480102539062,102905000
1470873600,589.1199951171875,597.5419921875,589.1199951171875,592.1240234375,74514400
1470960000,587.5590209960938,589.9099731445312,583.8109741210938,588.7979736328125,69218000
1471046400,585.5880126953125,589.7739868164062,584.97900390625,587.3569946289062,43563000
1471132800,570.4730224609375,585.666015625,564.781005859375,585.5889892578125,60851100
1471219200,567.239990234375,573.5800170898438,563.239990234375,570.4940185546875,57262300
1471305600,577.4390258789062,581.7379760742188,566.7160034179688,567.2429809570312,58405200
1471392000,573.2160034179688,580.8939819335938,571.4299926757812,577.760986328125,54443000
1471478400,574.3179931640625,577.7919921875,573.4299926757812,573.7069702148438,59896600
1471564800,575.6300048828125,578.2379760742188,574.1820068359375,574.3389892578125,50631600
1471651200,581.697021484375,582.8179931640625,575.4569702148438,576.083984375,45301400
1471737600,581.3079833984375,584.1580200195312,580.218017578125,581.9390258789062,38299400
1471824000,586.7529907226562,588.447998046875,580.593994140625,581.3109741210938,72844000
1471910400,583.4149780273438,589.4739990234375,581.6339721679688,586.77099609375,85349200
1471996800,580.1820068359375,583.5900268554688,579.85498046875,583.4119873046875,56328200
1472083200,577.760986328125,580.4509887695312,575.1669921875,580.1799926757812,136130000
1472169600,579.6510009765625,580.6229858398438,576.8579711914062,577.7529907226562,48856800
1472256000,569.947021484375,579.844970703125,568.6300048828125,579.4520263671875,59698300
1472342400,573.9119873046875,574.0380249023438,569.739990234375,569.8300170898438,86301600
1472428800,574.1069946289062,576.2780151367188,573.4650268554688,574.0709838867188,110398000
1472515200,577.5029907226562,578.3569946289062,574.114013671875,574.114013671875,70342400
1472601600,575.4719848632812,577.8610229492188,573.6420288085938,577.5910034179688,75840896
1472688000,572.302978515625,576.3109741210938,571.8140258789062,575.5460205078125,76923400
1472774400,575.5369873046875,575.6430053710938,570.8109741210938,572.4099731445312,79910800
