DateTime,Open,High,Low,Close,Volume
1279411200,0.0,0.1,0.1,0.1,80.0
1279497600,0.1,0.1,0.1,0.1,570.0
1279584000,0.1,0.1,0.1,0.1,260.0
1279670400,0.1,0.1,0.1,0.1,580.0
1279756800,0.1,0.1,0.1,0.1,2160.0
1279843200,0.1,0.1,0.1,0.1,2400.0
1279929600,0.1,0.1,0.1,0.1,500.0
1280016000,0.1,0.1,0.1,0.1,1550.0
1280102400,0.1,0.1,0.1,0.1,880.0
1280188800,0.1,0.1,0.1,0.1,3370.0
1280275200,0.1,0.1,0.1,0.1,4390.0
1280361600,0.1,0.1,0.1,0.1,8060.0
1280448000,0.1,0.1,0.1,0.1,3020.0
1280534400,0.1,0.1,0.1,0.1,4020.0
1280620800,0.1,0.1,0.1,0.1,2600.0
1280707200,0.1,0.1,0.1,0.1,3600.0
1280793600,0.1,0.1,0.1,0.1,9820.0
1280880000,0.1,0.1,0.1,0.1,3490.0
1280966400,0.1,0.1,0.1,0.1,5030.0
1281052800,0.1,0.1,0.1,0.1,1400.0
1281139200,0.1,0.1,0.1,0.1,2620.0
1281225600,0.1,0.1,0.1,0.1,2200.0
1281312000,0.1,0.1,0.1,0.1,13630.0
1281398400,0.1,0.1,0.1,0.1,1310.0
1281484800,0.1,0.1,0.1,0.1,14060.0
1281571200,0.1,0.1,0.1,0.1,2060.0
1281657600,0.1,0.1,0.1,0.1,3590.0
1281744000,0.1,0.1,0.1,0.1,4400.0
1281830400,0.1,0.1,0.1,0.1,4460.0
1281916800,0.1,0.1,0.1,0.1,10730.0
1282003200,0.1,0.1,0.1,0.1,13190.0
1282089600,0.1,0.1,0.1,0.1,2950.0
1282176000,0.1,0.1,0.1,0.1,740.0
1282262400,0.1,0.1,0.1,0.1,4200.0
1282348800,0.1,0.1,0.1,0.1,10440.0
1282435200,0.1,0.1,0.1,0.1,18650.0
1282521600,0.1,0.1,0.1,0.1,4300.0
1282608000,0.1,0.1,0.1,0.1,6710.0
1282694400,0.1,0.1,0.1,0.1,4230.0
1282780800,0.1,0.1,0.1,0.1,3870.0
1282867200,0.1,0.1,0.1,0.1,9010.0
1282953600,0.1,0.1,0.1,0.1,6170.0
1283040000,0.1,0.1,0.1,0.1,3170.0
1283126400,0.1,0.1,0.0,0.1,34190.0
1283212800,0.1,0.1,0.1,0.1,14890.0
1283299200,0.1,0.1,0.1,0.1,7170.0
1283385600,0.1,0.1,0.1,0.1,8150.0
1283472000,0.1,0.1,0.1,0.1,890.0
1283558400,0.1,0.1,0.1,0.1,3300.0
1283644800,0.1,0.1,0.1,0.1,8460.0
1283731200,0.1,0.1,0.1,0.1,910.0
1283817600,0.1,0.1,0.1,0.1,3460.0
1283904000,0.1,0.1,0.1,0.1,2350.0
1283990400,0.1,0.1,0.1,0.1,1730.0
1284076800,0.1,0.1,0.1,0.1,4940.0
1284163200,0.1,0.1,0.1,0.1,7750.0
1284249600,0.1,0.1,0.1,0.1,790.0
1284336000,0.1,0.1,0.1,0.1,10080.0
1284422400,0.1,0.2,0.1,0.1,14020.0
1284508800,0.1,0.1,0.1,0.1,3650.0
1284595200,0.1,0.1,0.1,0.1,730.0
1284681600,0.1,0.1,0.1,0.1,7260.0
1284768000,0.1,0.1,0.1,0.1,7090.0
1284854400,0.1,0.1,0.1,0.1,12850.0
1284940800,0.1,0.1,0.1,0.1,14310.0
1285027200,0.1,0.1,0.1,0.1,5740.0
1285113600,0.1,0.1,0.1,0.1,11560.0
1285200000,0.1,0.1,0.1,0.1,15510.0
1285286400,0.1,0.1,0.1,0.1,680.0
1285372800,0.1,0.1,0.1,0.1,2150.0
1285459200,0.1,0.1,0.1,0.1,12060.0
1285545600,0.1,0.1,0.1,0.1,10750.0
1285632000,0.1,0.1,0.1,0.1,7090.0
1285718400,0.1,0.1,0.1,0.1,23480.0
1285804800,0.1,0.1,0.1,0.1,7920.0
1285891200,0.1,0.1,0.1,0.1,1720.0
1285977600,0.1,0.1,0.1,0.1,13060.0
1286064000,0.1,0.1,0.1,0.1,7170.0
1286150400,0.1,0.1,0.1,0.1,34000.0
1286236800,0.1,0.1,0.1,0.1,27530.0
1286323200,0.1,0.1,0.1,0.1,33430.0
1286409600,0.1,0.1,0.1,0.1,43690.0
1286496000,0.1,0.1,0.0,0.1,139290.0
1286582400,0.1,0.1,0.1,0.1,187850.0
1286668800,0.1,0.1,0.1,0.1,50680.0
1286755200,0.1,0.1,0.1,0.1,14090.0
1286841600,0.1,0.1,0.1,0.1,25660.0
1286928000,0.1,0.1,0.1,0.1,47560.0
1287014400,0.1,0.1,0.1,0.1,37220.0
1287100800,0.1,0.1,0.1,0.1,24640.0
1287187200,0.1,0.1,0.1,0.1,6290.0
1287273600,0.1,0.1,0.1,0.1,18220.0
1287360000,0.1,0.1,0.1,0.1,25670.0
1287446400,0.1,0.1,0.1,0.1,6240.0
1287532800,0.1,0.1,0.1,0.1,31860.0
1287619200,0.1,0.1,0.1,0.1,44870.0
1287705600,0.1,0.1,0.1,0.1,34600.0
1287792000,0.1,0.1,0.1,0.1,4420.0
1287878400,0.1,0.2,0.1,0.1,13800.0
1287964800,0.1,0.2,0.1,0.1,30300.0
1288051200,0.1,0.2,0.1,0.2,19220.0
1288137600,0.2,0.2,0.2,0.2,65610.0
1288224000,0.2,0.2,0.2,0.2,21530.0
1288310400,0.2,0.2,0.2,0.2,28690.0
1288396800,0.2,0.2,0.2,0.2,26710.0
1288483200,0.2,0.2,0.2,0.2,40340.0
1288569600,0.2,0.2,0.2,0.2,21260.0
1288656000,0.2,0.2,0.2,0.2,5850.0
1288742400,0.2,0.3,0.1,0.2,61470.0
1288828800,0.2,0.2,0.2,0.2,29700.0
1288915200,0.2,0.3,0.2,0.3,36620.0
1289001600,0.3,0.5,0.2,0.4,32760.0
1289088000,0.4,0.5,0.3,0.3,77220.0
1289174400,0.3,0.4,0.2,0.2,118200.0
1289260800,0.2,0.3,0.2,0.2,47980.0
1289347200,0.2,0.2,0.1,0.2,30390.0
1289433600,0.2,0.2,0.2,0.2,5030.0
1289520000,0.2,0.3,0.2,0.3,40720.0
1289606400,0.3,0.3,0.3,0.3,21920.0
1289692800,0.3,0.3,0.3,0.3,16840.0
1289779200,0.3,0.3,0.3,0.3,8510.0
1289865600,0.3,0.3,0.2,0.2,33930.0
1289952000,0.2,0.3,0.2,0.2,32870.0
1290038400,0.2,0.3,0.2,0.3,37450.0
1290124800,0.3,0.3,0.3,0.3,2160.0
