DateTime,Open,High,Low,Close,Volume
1589155200,8601.7958984375,9033.470703125,8374.3232421875,8755.53515625,57119858802
1589241600,8804.4775390625,8949.8984375,8569.6435546875,8610.3857421875,42142717533
1589328000,9269.9873046875,9317.87890625,8805.3876953125,8805.3876953125,45558144023
1589414400,9733.7216796875,9793.2685546875,9255.03515625,9271.3291015625,56426907637
1589500800,9328.197265625,9755.828125,9261.3984375,9734.291015625,48158802327
1589587200,9377.013671875,9564.205078125,9260.6943359375,9333.240234375,36164766408
1589673600,9670.7392578125,9823.001953125,9349.5458984375,9374.9296875,40084250663
1589760000,9726.5751953125,9906.0302734375,9570.359375,9675.6953125,41827139896
1589846400,9729.0380859375,9836.0478515625,9539.6240234375,9727.0634765625,39254288955
1589932800,9522.9814453125,9804.7939453125,9447.201171875,9725.3291015625,36546239703
1590019200,9081.76171875,9555.2421875,8869.9306640625,9522.740234375,39326160532
1590105600,9182.5771484375,9232.9365234375,9008.638671875,9080.3349609375,29810773699
1590192000,9209.287109375,9302.501953125,9118.1083984375,9185.0625,27727866812
1590278400,8790.3681640625,9288.404296875,8787.2509765625,9212.283203125,32518803300
1590364800,8906.9345703125,8951.005859375,8719.66796875,8786.107421875,31288157264
1590451200,8835.052734375,8991.9677734375,8757.2939453125,8909.5859375,29584186947
1590537600,9181.017578125,9203.3203125,8834.1572265625,8837.380859375,32740536902
1590624000,9525.7509765625,9546.3193359375,9148.45703125,9184.9453125,34367073114
1590710400,9439.1240234375,9573.6669921875,9379.3388671875,9528.35546875,32896642044
1590796800,9700.4140625,9704.0302734375,9366.7294921875,9438.9140625,32722975141
1590883200,9461.05859375,9700.34375,9432.296875,9700.10546875,27773290299
1590969600,10167.2685546875,10199.5654296875,9450.8994140625,9463.60546875,35198901068
1591056000,9529.8037109375,10182.3408203125,9460.5712890625,10162.9736328125,39137252109
1591142400,9656.7177734375,9682.859375,9471.8466796875,9533.7607421875,25007459262
1591228800,9800.63671875,9887.6103515625,9525.2470703125,9655.8544921875,25921805072
1591315200,9665.533203125,9869.2373046875,9663.216796875,9800.2158203125,23509628646
1591401600,9653.6796875,9773.431640625,9591.0244140625,9664.904296875,20438419222
1591488000,9758.8525390625,9768.498046875,9458.150390625,9653.0029296875,25015250846
1591574400,9771.4892578125,9782.306640625,9675.8857421875,9760.0634765625,21486346312
1591660800,9795.7001953125,9836.369140625,9664.7197265625,9774.3603515625,23717842783
1591747200,9870.0947265625,9908.896484375,9728.291015625,9794.119140625,25706567601
1591833600,9321.78125,9938.2978515625,9263.0693359375,9870.078125,30247143440
1591920000,9480.84375,9540.4658203125,9285.8515625,9320.6904296875,22610564515
1592006400,9475.27734375,9493.2119140625,9396.009765625,9480.7353515625,17564322315
1592092800,9386.7880859375,9482.2705078125,9347.59375,9477.5537109375,18991732746
1592179200,9450.7021484375,9504.8603515625,8990.17578125,9386.03515625,26699704768
1592265600,9538.0244140625,9579.4306640625,9400.4453125,9454.2666015625,21565537209
1592352000,9480.2548828125,9540.4228515625,9327.33984375,9533.7841796875,20177709879
