DateTime,Open,High,Low,Close,Volume
1713484800,63843.5703125,65481.59765625,59651.390625,63510.75,49920425401
1713571200,64994.44140625,65442.45703125,63172.40234375,63851.1015625,23097485495
1713657600,64926.64453125,65723.2421875,64277.72265625,64992.81640625,20506644853
1713744000,66837.6796875,67233.9609375,64548.1796875,64935.6328125,28282686673
1713830400,66407.2734375,67199.2421875,65864.8671875,66839.890625,24310975583
1713916800,64276.8984375,67075.3671875,63589.87109375,66408.71875,30276655120
1714003200,64481.70703125,65275.20703125,62783.6328125,64275.01953125,32155786816
1714089600,63755.3203125,64789.65625,63322.3984375,64485.37109375,24139372950
1714176000,63419.140625,63898.36328125,62424.71875,63750.98828125,19530783039
1714262400,63113.23046875,64321.484375,62793.59765625,63423.515625,17334827993
1714348800,63841.12109375,64174.87890625,61795.45703125,63106.36328125,26635912073
1714435200,60636.85546875,64703.33203125,59120.06640625,63839.41796875,37840840057
1714521600,58254.01171875,60780.5,56555.29296875,60609.49609375,48439780271
1714608000,59123.43359375,59602.296875,56937.203125,58253.703125,32711813559
1714694400,62889.8359375,63320.50390625,58848.3125,59122.30078125,33172023048
1714780800,63891.47265625,64494.95703125,62599.3515625,62891.03125,20620477992
1714867200,64031.1328125,64610.890625,62955.3046875,63892.453125,18296164805
1714953600,63161.94921875,65494.90234375,62746.23828125,64038.3125,28697928697
1715040000,62334.81640625,64390.45703125,62285.98046875,63162.76171875,25930730982
1715126400,61187.94140625,62986.0859375,60877.12890625,62332.640625,26088172222
1715212800,63049.9609375,63404.9140625,60648.07421875,61191.19921875,25453338161
1715299200,60792.77734375,63446.7421875,60208.78125,63055.19140625,27804954694
1715385600,60793.7109375,61451.15234375,60492.625,60793.35546875,13842272968
1715472000,61448.39453125,61818.15625,60632.6015625,60793.50390625,13800459405
1715558400,62901.44921875,63422.66015625,60769.83984375,61451.21875,27889181179
1715644800,61552.7890625,63092.125,61123.765625,62900.7734375,28186271527
1715731200,66267.4921875,66454.453125,61330.41015625,61553.98828125,39815167074
1715817600,65231.58203125,66712.4296875,64613.0546875,66256.109375,31573077994
1715904000,67051.875,67459.4609375,65119.31640625,65231.296875,28031279310
1715990400,66940.8046875,67387.328125,66663.5,67066.2109375,16712277406
1716076800,66278.3671875,67694.296875,65937.1796875,66937.9296875,19249094538
1716163200,71448.1953125,71483.5625,66086.171875,66278.7421875,43850655717
1716249600,70136.53125,71946.4609375,69191.125,71443.0625,46932005990
1716336000,69122.3359375,70623.6953125,68977.6953125,70135.3203125,32802561717
1716422400,67929.5625,70041.2734375,66356.953125,69121.3046875,41895680979
