Timestamp,Open,High,Low,Close,Volume
1280534400,0.0,0.1,0.1,0.1,31840.0
1283212800,0.1,0.1,0.0,0.1,221710.0
1285804800,0.1,0.2,0.1,0.1,216830.0
1288483200,0.1,0.2,0.0,0.2,1105960.0
1291075200,0.2,0.5,0.1,0.2,826270.0
1293753600,0.2,0.3,0.2,0.3,263670.0
1296432000,0.3,0.9,0.3,0.5,377770.0
1298851200,0.5,1.1,0.5,0.9,367300.0
1301529600,0.9,1.0,0.7,0.8,243350.0
1304121600,0.8,4.2,0.6,3.5,868800.0
1306800000,3.5,9.5,2.5,8.7,949020.0
1309392000,8.7,31.9,8.3,16.1,1355940.0
1312070400,16.1,16.7,11.0,13.4,1051820.0
1314748800,13.4,13.6,5.7,8.2,1221020.0
1317340800,8.2,8.7,4.2,5.1,1486460.0
1320019200,5.1,5.3,2.0,3.3,1731370.0
1322611200,3.3,3.4,2.0,3.0,1974420.0
1325289600,3.0,5.0,2.6,4.7,1898660.0
1327968000,4.7,7.2,4.6,5.5,3209280.0
1330473600,5.5,6.2,3.9,4.9,2838930.0
1333152000,4.9,5.4,4.3,4.9,1758110.0
1335744000,4.9,5.5,4.6,4.9,1655700.0
1338422400,4.9,5.2,4.8,5.2,1244430.0
1341014400,5.2,6.8,5.2,6.7,1376660.0
1343692800,6.7,9.7,6.4,9.4,1902140.0
1346371200,9.4,15.4,7.6,10.2,2448070.0
1348963200,10.2,12.7,9.7,12.4,959800.0
1351641600,12.4,13.1,9.7,11.2,1154920.0
1354233600,11.2,12.6,10.3,12.2,722660.0
