Timestamp,Open,High,Low,Close,Volume
1280534400,0.0,0.1,0.1,0.1,31840.0
1288483200,0.1,0.2,0.0,0.2,1544500.0
1296432000,0.2,0.9,0.1,0.5,1467710.0
1304121600,0.5,4.2,0.5,3.5,1479450.0
1312070400,3.5,31.9,2.5,13.4,3356780.0
1320019200,13.4,13.6,2.0,3.3,4438850.0
1327968000,3.3,7.2,2.0,5.5,7082360.0
1335744000,5.5,6.2,3.9,4.9,6252740.0
1343692800,4.9,9.7,4.8,9.4,4523230.0
1351641600,9.4,15.4,7.6,11.2,4562790.0
1359590400,11.2,21.4,10.3,20.4,3136350.0
1367280000,20.4,266.0,18.0,139.2,8431620.0
1375228800,139.2,140.1,65.4,106.2,4262220.0
1383177600,106.2,233.4,101.0,211.2,1809840.0
1391126400,211.2,1241.9,209.7,938.8,2354420.0
1398816000,938.8,969.2,91.7,445.6,1251820.0
1406764800,445.6,676.5,420.2,589.5,304780.0
1414713600,589.5,608.2,289.2959899902344,345.0090026855469,1314100340.0
1422662400,325.7489929199219,457.0929870605469,171.50999450683594,226.4409942626953,2311647582.0
1430352000,226.9720001220703,300.04400634765625,212.01499938964844,225.6929931640625,2342955700.0
1438300800,232.07899475097656,314.3940124511719,221.29600524902344,287.6960144042969,2197795000.0
1446249600,281.60101318359375,334.16900634765625,199.56700134277344,328.5119934082031,2462095700.0
1454198400,325.4309997558594,495.56201171875,300.99700927734375,378.2929992675781,6264753700.0
1461974400,373.0559997558594,467.9649963378906,367.9570007324219,455.1780090332031,6020566672.0
1469923200,451.875,777.989990234375,437.3890075683594,655.0999755859375,10438321740.0
1477872000,606.27197265625,720.4019775390625,531.333984375,702.6400146484375,6806065376.0
1485820800,729.7930297851562,1191.0999755859375,678.156005859375,920.958984375,11336508584.0
1493510400,989.0230102539062,1347.9100341796875,903.7130126953124,1321.8699951171875,24912665272.0
1501459200,1421.5999755859375,2999.909912109375,1348.300048828125,2763.239990234375,111359954784.0
1509408000,2718.260009765625,6470.43017578125,2668.590087890625,6132.02001953125,177258323648.0
1517356800,6767.31005859375,20089.0,5519.009765625,10108.2001953125,967319363584.0
1525046400,9170.5400390625,11958.5,6048.259765625,9426.1103515625,620019500288.0
1532995200,9119.009765625,9964.5,5826.41015625,8181.2001953125,469267829072.0
1540944000,7624.91015625,7769.0400390625,5971.0498046875,6336.990234375,380475020000.0
1548892800,6377.77978515625,6552.16015625,3191.303466796875,3485.4091796875,494522040417.0
1556582400,3487.9453125,5642.04443359375,3391.023681640625,5247.72607421875,942418022575.0
1564531200,5402.697265625,13796.4892578125,5347.64599609375,9604.05078125,2076429582643.0
1572480000,10399.6689453125,12273.8212890625,7446.98876953125,9202.4580078125,1609735069712.0
1580428800,9261.1044921875,9553.1259765625,6540.04931640625,9508.3134765625,2163582071562.0
1588204800,9392.875,10457.626953125,4106.98095703125,8797.669921875,3609945717247.0
1596153600,8864.7666015625,11415.8642578125,8374.3232421875,11110.2109375,2483094799296.0
1604102400,11759.5927734375,14028.2138671875,9916.4931640625,13546.5322265625,2835201076647.0
1612051200,13737.109375,41946.73828125,13243.16015625,34270.87890625,4458878054744.0
1619740800,33537.17578125,64863.09765625,32384.228515625,53568.6640625,5792818973779.0
1627689600,57828.05078125,59519.35546875,28893.62109375,42196.3046875,3985344271483.0
1635638400,39974.89453125,66930.390625,37458.00390625,61850.48828125,3269891766786.0
1643587200,61004.40625,68789.625,33184.05859375,37920.28125,2934296493786.0
1651276800,38743.2734375,48086.8359375,34459.21875,38605.859375,2332395720409.0
1659225600,38469.09375,39902.94921875,17708.623046875,23652.0703125,2957210891057.0
1667174400,23314.19921875,25135.58984375,18290.314453125,20633.6953125,2975368329853.0
1675123200,20485.2734375,23919.890625,15599.046875,22840.796875,2456882283205.0
1682812800,23723.76953125,31005.607421875,19628.25390625,29245.515625,2118808597509.0
1690761600,28091.568359375,31814.515625,24797.16796875,29278.314453125,1307431718794.0
1698710400,29675.732421875,35150.43359375,24930.296875,34500.078125,1251787118101.0
1706659200,35437.25390625,48969.37109375,34133.44140625,42946.25,2118487119207.0
1714435200,43075.7734375,73750.0703125,41879.19140625,63839.41796875,3293208039275.0
1722384000,58254.01171875,71946.4609375,53717.375,66201.2734375,2554461048708.0
1730332800,65357.5,73577.2109375,49121.23828125,72335.046875,2915955818078.0
1738281600,69482.46875,108268.4453125,66803.6484375,97218.3203125,3714078746753.0
